id,title,author,publisher,pubplace,keywords,date
B05798,"A serious and faithfull representation of the judgements of ministers of the gospell within the province of London. Contained in a letter from them to the generall and his councell of warre. / Delivered to his Excellency by some of the subscribers, Jan. 18, 1648.","Gataker, Thomas, 1574-1654.",by M B for Samuel Gellibrand and Ralph Smith,Imprinted at London,"Fairfax, Thomas Fairfax, --  Baron, 1612-1671. --  Remonstrance of His Excellency, Thomas Lord Fairfax, Lord Generall of the Parliaments forces. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660. -- Great Britain --  Church history --  17th century.",1649
B07539,"Meate for men, or, a principall seruice of the sacraments. Wherein (amongst many) these two points are specifically handled [brace] 1. Of the baptizing of infants.  2. Of kneeling in the act of breaking and receiuing the Lords Supper. For the vse of all religious families and monethly communicants in the kingdome when they come to the Lords table. / Written by way of briefe questions and answers, for the ease and benefit of the simple. By W. Crashaw B. of Divinitie, and sometimes pastor at White-Chappell..","Crashaw, William, 1572-1626.",Printed for G Fayer beard at the North doore of the Royall Exchange,London,"Church of England --  Catechisms --  Early works to 1800. -- Catechisms, English --  Early works to 1800. -- Lord's Supper --  Early works to 1800.",1629
B05799,"A Serious and faithfull representation of the judgements of ministers of the gospell within the province of London. Contained in a letter from them to the generall and his counsel of warre./ Delivered to his excellency by some of the subscribers, Jan. 18. 1649.","Gataker, Thomas, 1574-1654.",by M B for Samuel Gellibrand and Ralph Smith,Imprinted at London,"Fairfax, Thomas Fairfax, --  Baron, 1612-1671. --  Remonstrance of His Excellency, Thomas Lord Fairfax, Lord Generall of the Parliaments forces. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660. -- Great Britain --  Church history --  17th century.",1649
B07540,"Milke for babes. Or, a north-countrie catechisme. Made plaine and easy, to the capacitie of the countrie people. / By William Crashavv, Batchellor in Diuinity and preacher of the Word...","Crashaw, William, 1572-1626.",Printed by Nicholas Okes and are to be sold by Thomas Langley at his shop ouer against the Sarazens head without Newgate,London,"Church of England --  Catechisms --  Early works to 1800. -- Catechisms, English --  Early works to 1800.",1618
A85487,"The saints support, set out in a sermon preached before the Honourable House of Commons assembled in Parliament. At a publick fast, 29. Iune, 1642. By William Gouge.","Gouge, William, 1578-1653.",Printed by G M for Joshua Kirton at his Shop in Pauls Church yard at the Signe of the white Horse,London,"Bible. --  O.T. --  Nehemiah V, 19 --  Sermons --  Early works to 1800. -- Presbyterian Church --  Sermons --  Early works to 1800. -- Fast-day sermons --  17th century. -- Sermons, English --  17th century.",1642
A85829,"A mistake, or misconstruction, removed. (Whereby little difference is pretended to have been acknowledged between the Antinomians and us.) And, Free grace, as it is held forth in Gods Word, as wel by the prophets in the Old Testament, as by the apostles and Christ himself in the New, shewed to be other then is by the Antinomian party in these times maintained. In way of answer to some passages in a treatise of Mr. John Saltmarsh, concerning that subject. / By Thomas Gataker, B. of Divinity and pastor of Rotherhith.","Gataker, Thomas, 1574-1654.",Printed by E G for F Clifton and are to be sold at his shop on Fishstreet hill neer London bridge,London,"Saltmarsh, John, d. 1647. --  Free grace. -- Grace (Theology) --  Early works to 1800. -- Antinomianism --  Early works to 1800.",1646
A85486,"The right vvay: or A direction for obtaining good successe in a weighty enterprise. Set out in a sermon preached on the 12th of September, 1648. before the Lords on a day of humiliation for a blessing on a treaty between His Majesties and the Parliaments commissioners. / By W. Gouge.","Gouge, William, 1578-1653.",Printed by A Miller for Ioshua Kirton at the signe of the Spread Eagle in Pauls Church yard,London,"Sermons, English --  17th century.",1648
A86974,"A sermon preach't to his Maiesty, at the court of White-hall. Aug.8. / By Jos. B. of Exon.","Hall, Joseph, 1574-1656.",Printed by M Flesher for Nat Butter,London,"Bible. --  O.T. --  Psalms CVII, 34 --  Sermons --  Early works to 1800. -- Sermons, English --  17th century. -- Great Britain --  History --  Charles I, 1625-1649 --  Sermons --  Early works to 1800.",1641
A86958,"A letter lately sent by a reverend bishop from the Tovver, to a private friend and by him thought fit to be published.","H. S.; Hall, Joseph, 1574-1656.",printed for Nath Butter,London,"Hall, Joseph, 1574-1656 --  Early works to 1800.",1642
A85830,"Shadowes without substance, or, Pretended new lights: together, with the impieties and blasphemies that lurk under them, further discovered and drawn forth into the light: in way of rejoynder unto Mr Iohn Saltmarsh his reply: entituled Shadowes flying away. Wherein nothing lesse is shewed to have been performed, then what the title page importeth; or the preface promiseth. As also, divers points of faith and passages of Scripture are vindicated and explained. / By Thomas Gataker, B. of D. and pastor of Rotherhith. Published by authority.","Gataker, Thomas, 1574-1654.",Printed for Robert Bostock dwelling in Pauls Church yard at the signe of the Kings head,London,"Saltmarsh, John, d. 1647. --  Reasons for unitie, peace, and love. -- Christian union --  Early works to 1800. -- Christian sects --  England --  Early works to 1800. -- Great Britain --  Church history --  17th century --  Early works to 1800.",1646
A86962,"A modest offer of some meet considerations tendered to the learned prolocutor, and the rest of the Assembly of Divines, met at Westminster, 1644. Concerning a form of church-government. By Jos. Hall, D.D. late Bishop of Norwich.","Hall, Joseph, 1574-1656.",re printed and are to be sold by Tho Basset in St Dunstans Church yard in Fleet street,London,Church polity --  Early works to 1800. -- Great Britain --  Church history --  17th century.,1660
A86972,"The Revelation unrevealed concerning the thousand-yeares reigne of the saints with Christ upon earth. Laying forth the weak grounds, and strange consequences of that plausible, and too-much received opinion. By an unfained lover of truth, peace, order, and just moderation.","Hall, Joseph, 1574-1656.",Printed by R L for John Bisse and are to be sold at the Bell in S Pauls Church yard,London,"Archer, John, 17th cent. --  Personall raigne of Christ upon earth. -- Jesus Christ --  Prophecies --  Early works to 1800. -- Bible. --  N.T. --  Revelation --  Criticism, interpretation, etc. --  Early works to 1800.",1650
A72143,"Certaine sermons, first preached, and after published at severall times, by M. Thomas Gataker B. of D. and pastor at Rotherhith. And now gathered together into one volume: the severall texts and titles whereof are set downe in the leafe following","Gataker, Thomas, 1574-1654.",printed by Iohn Haviland and Anne Griffin,London,"Sermons, English --  17th century.",1637
A68877,"Gods husbandry: the first part. Tending to shew the difference betwixt the hypocrite and the true-hearted Christian. As it was deliuered in certaine sermons, and is now published by William Whately, preacher of the Word of God in Banbury in Oxfordsheire","Whately, William, 1583-1639.",Imprinted by Bernard Alsop and Felix Kyngston for Thomas Man and are to be sold at his shop in Pater noster row at the signe of the Talbot,London,Christian life --  Early works to 1800.,1622
A69161,"The Iesuites gospel: by W. Crashawe, B. of Diuinity and preacher at the Temple","Scribanius, Carolus, 1561-1629.; Crashaw, William, 1572-1626.",Printed by E sic A llde for Leonard Becket and are to be solde at his shop in the Temple nere the church,London,"Mary, --  Blessed Virgin, Saint --  Legends --  Early works to 1800. -- Scribanius, Carolus, 1561-1629 --  Controversial literature --  Early works to 1800. -- Jesuits --  Controversial literature --  Early works to 1800.",1610
A68126,"The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke.","Hall, Joseph, 1574-1656.; Lo., Ro.",Printed by John Haviland Miles Flesher and John Beale for Nath Butter Thomas Pavier Miles Flesher John Haviland George Winder and Hanna Barret,London,No Keywords,1625
A17499,"The embassador between heauen and earth, betweene God and man. Or A booke of heauenly and healthy meditations and prayers for earthly and sickly soules and sinners Fit to be borne in the hand, and worne in the heart of euery good Christian. By W.C. preacher of the word.","Crashaw, William, 1572-1626.",Printed by N O kes for Lenard Becket and are to be sold at his shop in the Inner Temple,London,Devotional literature --  Early works to 1800.,1613
A14996,"A caveat for the couetous. Or, A sermon preached at Paules Crosse, vpon the fourth of December, out of Luke. 12. 15. By William Whatelie, preacher of the word of God, in Banbury","Whately, William, 1583-1639.",Printed by T S nodham for Thomas Man and Mathew Lawe,London,"Sermons, English --  17th century.",1609
A15003,"The nevv birth: or, A treatise of regeneration delivered in certaine sermons; and now published by William Whately, preacher and minisiter of Banbury in Oxfordshire.","Whately, William, 1583-1639.",Imprinted by Felix Kingston for Thomas Man and are to be sold at his shop in Pater Noster Row at the signe of the Talbot,London,"Regeneration (Theology) --  Early works to 1800. -- Sermons, English --  17th century.",1618
A19582,"The Iesuites gospell: vvritten by themselues. Discouered and published by W. Crashaw, B. of Diuinity, and preacher at White-chappell","Sribanius, Carolus, 1561-1629.; Crashaw, William, 1572-1626.",Printed by Bernard Alsop and are to be sold at his house being the next house to Saint Annes Church,London,"Mary, --  Blessed Virgin, Saint --  Legends --  Early works to 1800. -- Scribanius, Carolus, 1561-1629 --  Controversial literature --  Early works to 1800. -- Jesuits --  Controversial literature --  Early works to 1800.",1621
A19579,"Ad Seuerinum Binnium Louaniensem theologum epistola commonitoria super conciliorum generalium editione ab ipso nuper adornata. Per quendam theolgiæ canditatum ex Magna Britannia. Si amicus Bellarminus; amicus Binnius, magis amica veritas.","Crashaw, William, 1572-1626.",G Purslowe Impensis authoris,Londini,"Binius, Severin, 1573-1641 --  Early works to 1800. -- Conciliar theory --  Early works to 1800. -- Authority --  Religious aspects --  Early works to 1800.",1624
A19588,"The sermon preached at the Crosse, Feb. xiiij. 1607. By W. Crashawe, Batchelour of Diuinitie, and preacher at the temple; iustified by the authour, both against papist, and Brownist, to be the truth: wherein, this point is principally followed; namely, that the religion of Rome, as now it stands established, is worse then euer it was.","Crashaw, William, 1572-1626.",By H L ownes for Edmond Weauer and are to be solde at the great North gate of S Paules Church,Imprinted at London,"Sermons, English --  17th century.",1608
A14992,"A care-cloth: or a treatise of the cumbers and troubles of marriage intended to aduise them that may, to shun them; that may not, well and patiently to beare them. By William Whately, preacher of the word of God in Banbury, in Oxfordshire.","Whately, William, 1583-1639.",Printed by Felix Kyngston for Thomas Man,London,"Christian life --  Early works to 1800. -- Sermons, English --  17th century. -- Marriage --  Religious aspects --  Early works to 1800.",1624
A15010,"The oyle of gladnesse. Or, Comfort for dejected sinners First preached in the parish church of Banbury in certaine sermons, and now published in this present treatise. By William Whately minister there.","Whately, William, 1583-1639.",Printed by G M iller for George Edwards and are to be sold at his house in Greene Arbour at the signe of the Angell,London,Consolation --  Early works to 1800.,1637
A14989,"A bride-bush, or A vvedding sermon compendiously describing the duties of married persons: by performing whereof, marriage shall be to them a great helpe, which now finde it a little hell.","Whately, William, 1583-1639.",By William Iaggard for Nicholas Bourne and are to be sold at his shop at the entrance into the Royall Exchange,Printed at London,Marriage --  Sermons --  Early works to 1800.,1617
A19583,Manuale catholicorum A manuall for true Catholickes.,"Crashaw, William, 1572-1626.",Printed by N Okes for Leonard Becket and are to be sold at his shop in the Temple neere the Church,London,Catholic Church. --  Doctrines --  Early works to 1800.,1611
A15000,"A godlie treatise, intituled the view and down-fall of pride Wherein is declared the cause of Babylons destruction, and Nabuchadnezzars subuersion. Set forth by William Wheatley Maister of Art, and preacher of Gods word.","Whately, William, 1583-1639.",By Thomas Creed for Iohn Deane and Iohn Baily and are to be solde at his shop at the doore of the Office of the sixe Clarkes in Chancerie Lane,Imprinted at London,No Keywords,1602
A15012,"The poore mans advocate, or, A treatise of liberality to the needy. Delivered in sermons by William Whately minister of Banbury","Whately, William, 1583-1639.",Printed by G eorge M iller for George Edwards and are to be sold at his house in Greene Arbour at the signe of the Angell,London,"Sermons, English --  17th century. -- Charities --  Early works to 1800.",1637
A09976,"The lavv out lavved or, The charter of the Gospell shewing the priviledge and prerogative of the saints by vertue of the covenant Wherein these foure points of doctrine are properly observed, plainely proved, both by Scripture, and reason: and pithily applyed. Viz: doctrine 1 That he that is in the state of grace lyeth in no knowne sinne, no sinne hath dominion over him. 2 That sinne though it doth not raigne in the saints, yet it doth remaine and dwell in them. 3 That the way to overcome sinne, is to get assurance of the love, and grace, and favour of God, whereby it is forgiven them. 4 That whosoever is under the law, sinne hath dominion over him. By that late faithfull and worthy minister of Iesus Christ. Iohn Preston. Doctor in divinity, chaplaine in ordinary to his Majestie, master of Emmanuel Colledge in Cambridge, and sometimes preacher of Lincolnes Inne.","Preston, John, 1587-1628.",Printed by Iohn Wreittoun,Edinburgh,No Keywords,1633
A09957,"The deformed forme of a formall profession. Or, The description of a true and false christian either excusing, or accusing him, for his pious, or pretended conversation. Shewing that there is a powerfull godlynes necessary to salvation, and that many have but the forme, but not the power thereof. In handling whereof these three things are plainely and powerfully explained and applyed. what godlines is. what the power of it. what the reasons why some have but the forme thereof. together with the meanes and marks, both how to attaine, and to try our selves whether we have the power thereof or not. By that late faithfull and worthy minister of Iesus Christ. Iohn Preston. Doctor in divinity, chaplaine in ordinary to his Majestie, master of Emmanuel Colledge in Cambridge, and sometimes preacher of Lincolnes Inne.","Preston, John, 1587-1628.",Printed by Iohn Wreittoun,Edinburgh,Salvation --  Early works to 1800. -- Christian life --  Early works to 1800.,1634
A08896,"Fiscus papalis. Siue, Catalogus indulgentiarum & reliquiarum septem principalium ecclesiarum vrbis Romæ. Ex vetusto manuscripto codice vere & fideliter descriptus. = A part of the Popes exchequer, that is A catalogue of the indulgences and reliques belonging to the seauen principall churches in Rome. Laying downe the spirituall riches and infinite treasure which (as sure as the Pope is holy & true) are to be found in the Catholike Roman Church, whereof the poore heretikes in England haue not one mite. Taken out of an antient manuscript, and translated. Together with certaine notes and comments explaining the more difficult place, for the ease and helpe of good Catholikes, who had best goe to Rome, to trie the vertue of the glorious indulgences. By a Catholike diuine.","Crashaw, William, 1572-1626.",Printed by Nicholas Okes for George Norton and are to be sold at his shop neere Temple barre Gate,London,Catholic Church --  Controversial literature --  Early works to 1800. -- Indulgences --  Early works to 1800. -- Relics --  Italy --  Rome --  Early works to 1800.,1617
A02530,"Contemplations, the fifth volume. By Ios. Hall D. of D.","Hall, Joseph, 1574-1656.",Printed by E G riffin for Nathaniel Butter,London,Bible. --  O.T --  Meditations --  Early works to 1800. -- Bible. --  N.T --  Meditations --  Early works to 1800.,1620
A34936,"Decimarum & oblationum tabula, a tything table, or, Table of tithes and oblations according to the ecclesiastical laws and ordinances established in the Church of England, now newly reduced into a book : containing as well the very letter of the law under which these rights be severally comprised ... : as also a brief and summarie declaration of composition, transaction, ... : annexed hereunto summarily, such statute lawes of the land concerning these rights, as have been herein authorised ... / compiled by W.C. ...","Clark, William, bachelor of civil law.; Crashaw, William, 1572-1626.",Printed by J T for Andrew Crook,London,Church of England --  Finance. -- Tithes --  England.,1658
A68107,Of domesticall duties eight treatises. I. An exposition of that part of Scripture out of which domesticall duties are raised. ... VIII. Duties of masters. By William Gouge.,"Gouge, William, 1578-1653.",Printed by Iohn Haviland for William Bladen and are to be sold at the signe of the Bible neere the great north doore of Pauls,London,Family --  Religious life. -- Households --  Early works to 1800.,1622
A68133,Occasionall meditations by Ios. Exon ; set forth by R.H.,"Hall, Robert, 1605-1667.; Hall, Joseph, 1574-1656.",Printed by W S for Nath Butter,London,Meditations.,1631
A68130,Characters of vertues and vices in two bookes: by Ios. Hall.,"Hall, Joseph, 1574-1656.",Printed by Melch Bradwood for Eleazar Edgar and Samuel Macham and are to be sold at the sign of the Bul head in Pauls Church yard,London,Characters and characteristics --  Early works to 1800. -- Virtue --  Early works to 1800. -- Vice --  Early works to 1800.,1608
A65610,"The redemption of time, or, A sermon containing very good remedies for them that have mis-spent their time shewing how they should redeem it comfortably / by William Whately ... ; now published for general good by Richard Baxter.","Baxter, Richard, 1615-1691.; Whately, William, 1583-1639.",Printed for Francis Tyton,London,Redemption. -- Salvation. -- Christian life.,1673
A68088,"Tvvo funeral sermons much of one and the same subiect; to wit, the benefit of death. The former on Philip. 1. 23. The latter on Eccles. 7. 1. By Thomas Gataker B. of D. and pastor of Rotherhith.","Gataker, Thomas, 1574-1654.",Printed by Edward Griffin for William Bladen and are to be sold at his shop at the signe of the Bible at the great north dore of Paules,London,"Crisp, Rebekka. -- Funeral sermons. -- Sermons, English --  17th century.",1620
A68132,The discouery of a new world or A description of the South Indies Hetherto vnknowne by an English Mercury.,"Healey, John, d. 1610.; Hall, Joseph, 1574-1656.; Gentili, Alberico, 1552-1608.",Imprinted for Ed Blount and W Barrett,London,"Satire, English.",1613
A68128,"An ansvver to Pope Vrban his inurbanity, expressed in a breue sent to Lowis the French King, exasperating him against the Protestants in France. / VVritten in Latine by the Right Reverend Father in God, Ioseph Lord Bishop of Exeter. ; Translated into English by B.S.","Urban VIII, Pope, 1568-1644.; Hall, Joseph, 1574-1656.",By William Iones for Nicolas Bourne at the south entrance of the Royall Exchange,Printed at London,"Urban --  VIII, --  Pope, 1568-1644. --  Bref de N.S. Pere le Pape au Roy· sur la prise de la Rochelle. -- Protestants --  France --  Early works to 1800. -- La Rochelle (France) --  History --  Siege, 1627-1628 --  Early works to 1800.",1629
A70158,"Gods eye on His Israel, or, A passage of Balaam, out of Numb. 23, 21 containing matter very seasonable and suitable to the times : expounded and cleared from antinomian abuse, with application to the present estate of things with us / by Tho. Gataker ...","Gataker, Thomas, 1574-1654.",Printed by E G for Foulke Clifton,London,Balaam --  (Biblical figure) -- Antinomianism --  Early works to 1800. -- Church and state --  England.,1645
A70308,"A letter concerning separation written formerly by a reverend author, and recommended to all (especially the truly Christian and honest-minded) members of the separation within this distracted and divided kingdom.","Hall, Joseph, 1574-1656.",Printed for W D,London,"Smyth, John, d. 1612. -- Robinson, John, 1575?-1625.",1681
A71324,Virgidemiarum. The three last bookes. Of byting satyres. Corrected and amended with some additions. by I.H.,"Hall, Joseph, 1574-1656.",By Richard Bradock for Robert Dexter at the signe of the Brasen Serpent in Paules Church yard,Imprinted at London,"Satire, English.",1599
A70877,"Psittacorum regio, the land of parrots, or, The she-lands with a description of other strange adjacent countries in the dominions of Prince de l'Amour, not hitherto found in any geographical map / by one of the late most reputed wits.","Quevedo, Francisco de, 1580-1645.; Hall, Joseph, 1574-1656.",Printed for F Kirkman and are to sold at his shop,London,No Keywords,1669
A71323,Virgidemiarum sixe bookes. First three bookes. Of tooth-lesse satyrs. 1. Poeticall. 2. Academicall. 3. Morall.,"Hall, Joseph, 1574-1656.",Printed by Iohn Harison for Robert Dexter,London,"Satire, English.",1602
A70130,"Mercies memorial set out in a sermon preached in Paul's church, Novemb. 17, 1644, in memoriall of the great deliverance which England had from antichristian bondage by Queen Elizabeths attaining the crowne/ by William Gouge ...","Gouge, William, 1578-1653.",Printed by George Miller for Ioshua Kirton,London,"Church of England --  History --  Sermons. -- Bible. --  O.T. --  Exodus XIII, 13 --  Sermons. -- Sermons, English.",1645
A55751,"The position of John Preston, Doctor in Divinity ... concerning the irresistiblenesse of converting grace","Preston, John, 1587-1628.",Printed by J G for Nath Webb and Will Grantham,London,Grace (Theology) -- Arminianism.,1654
A59254,"A Serious and faithfull representation of the judgments of ministers of the Gospel within the the province of London contained in a letter from the to the general and his councell of war / delivered to His Excellence by some of the subscribers, Ian. 18, 1649.","Gataker, Thomas, 1574-1654.",Printed at London and re printed at Edinburgh by Evan Tyler,Edinburgh,"Church and state --  England. -- Great Britain --  History --  Civil War, 1642-1649.",1649
A55752,"Riches of mercy to men in misery, or, Certain excellent treatises concerning the dignity and duty of Gods children by the late Reverend and Faithfull Minister of Jesus Christ, John Preston ...","Preston, John, 1587-1628.",Printed by J T and are to be sold by John Alen,London,"Bible. --  N.T. --  Timothy, 2nd, I, 13 --  Sermons. -- Sermons, English.",1658
A55750,"Plenitudo fontis, or, Christ's fulnesse and man's emptinesse a sermon / preached by Iohn Preston ...","Preston, John, 1587-1628.",Printed for Iohn Stafford,London,"Jesus Christ --  Person and offices --  Early works to 1800. -- Sermons, English.",1645
A55754,"Sun-beams of gospel-light shining clearly from severall texts of Scripture, opened and applyed. 1. A heavemly [sic] treatise of the devine love of Christ. 2. The Christians freedome. 3. The deformed forme of a formall profession. 4. Christs fulnesse, and mans emptinesse. By John Preston, doctor in divinity, chaplaine in ordinary to King James, Mr. of Emmanuel Colledge in Cambridge, and sometimes preacher at Lincolnes Inne.","Preston, John, 1587-1628. Two treatises, viz. The Christian freedome, and The deformed forme of a formall profession.; Preston, John, 1587-1628.; Preston, John, 1587-1628. Plenitudo fontis, or, Christ's fulnesse and man's emptinesse.",printed for John Stafford and are to be sold in Blacke Horse Alley,London,Christian literature --  Early works to 1800.,1644
A55748,"The mysticall match between Christ and his church by the late learned and reverend divine, John Preston ... The leading sermon to that treatise of his called The churches marriage.","Preston, John, 1587-1628.",Printed for Francis Eaglesfield and are to be sold at the Marigold,London,"Church of England --  Sermons. -- Sermons, English --  17th century.",1648
A45226,"The devovt soul, or, Rules of heavenly devotion : also, The free prisoner, or, The comfort of restraint by Jos. H. B.N.","Hall, Joseph, 1574-1656.",Printed by W H and are to be sold by George Latham Junior,London,Devotional literature.,1650
A45302,"A modest confutation of a slanderous and scurrilous libell, entitvled, Animadversions vpon the remonstrants defense against Smectymnuus","Hall, Joseph, 1574-1656.",s n,London,"Smectymnuus. -- Milton, John, 1608-1674. --  Animadversions upon the remonstrants defense against Smectymnuus. -- Church of England --  Liturgy.",1642
