id,title,author,publisher,pubplace,keywords,date
A09450,"The reformation of couetousnesse Written vpon the 6. chapter of Mathew, from the 19. verse to the ende of the said chapter. By William Perkins.","Perkins, William, 1558-1602.; Clapham, Henoch.",By T Creede for Nicholas Ling and Iohn Newbery,Imprinted at London,Bible. --  N.T. --  Matthew 6 --  Commentaries --  Early works to 1800.,1603
A09362,"A case of conscience the greatest taht [sic] euer was, how a man may know, whether he be the son of God or no. Resolued by the vvord of God. Whereunto is added a briefe discourse, taken out of Hier. Zanchius.","Perkins, William, 1558-1602.; Zanchi, Girolamo, 1516-1590.",Printed by Robert VValde graue printer to the K Majestie,Edinburgh,Predestination --  Early works to 1800. -- Salvation --  Early works to 1800.,1592
A09442,"Lectures vpon the three first chapters of the Reuelation: preached in Cambridge anno Dom. 1595. by Master William Perkins, and now published for the benefite of this Church, by Robert Hill Bachelor in Diuinitie. To which is added an excellent sermon, penned at the request of that noble and wise councellor, Ambrose, Earle of Warwicke: in which is proued that Rome is Babylon, and that Babylon is fallen","Perkins, William, 1558-1602.; Hill, Robert, d. 1623.",Printed by Richard Field for Cuthbert Burbie and are to be sold at his shop in Paules Church yard at the signe of the Swan,London,Bible. --  N.T. --  Revelation I-III --  Commentaries --  Early works to 1800.,1604
A09417,"A faithfull and plaine exposition vpon the 2. chapter of Zephaniah by that reuerend and iudicious diuine, M.W. Perkins. Containing a powerful exhortation to repentance: as also the manner hovve men in repentance are to search themselues. Published by a preacher of the vvord. With a preface prefixed, touching the publishing of M. Perkins his vvorks. And a catalogue of all such particulars thereof, as are to be expected.","Perkins, William, 1558-1602.",Printed by T C reed for William Welby,At London,"Bible. --  O.T. --  Zephaniah I, 1-2 --  Commentaries --  Early works to 1800. -- Sermons, English --  16th century. -- Repentance --  Early works to 1800.",1609
A09466,"A treatise tending vnto a declaration whether a man be in the estate of damnation or in the estate of grace and if he be in the first, how he may in time come out of it: if in the second, how he maie discerne it, and perseuere in the same to the end. The points that are handled are set downe in the page following.","Perkins, William, 1558-1602.",By R Robinson for T Gubbin and I Porter,Printed at London,"Christian ethics --  Early works to 1800. -- Theology, Doctrinal --  Early works to 1800. -- Grace (Theology) --  Early works to 1800.",1590
A09383,"A commentarie or exposition, vpon the fiue first chapters of the Epistle to the Galatians: penned by the godly, learned, and iudiciall diuine, Mr. W. Perkins. Now published for the benefit of the Church, and continued with a supplement vpon the sixt chapter, by Rafe Cudworth Bachelour of Diuinitie","Perkins, William, 1558-1602.; Cudworth, Ralph, 1617-1688.",Printed by Iohn Legat printer to the Vniuersitie of Cambridge,Cambridge,Bible. --  N.T. --  Galatians --  Commentaries --  Early works to 1800.,1604
A09391,A direction for the government of the tongue according to Gods word,"Perkins, William, 1558-1602.",Printed by Iohn Legate printer to the Vniuersity of Cambridge And are to be solde by Abraham Kitson at the signe of the Sunne in Pauls Church yard in London,Cambridge,Christian ethics --  Early works to 1800.,1593
A09386,"A C[hristian] and [plain]e treatise of the manner and order of predestination and of the largenes of Gods grace. First written in Latine by that reuerend and faithfull seruant of God, Master William Perkins, late preacher of the word in Cambridge. And carefully translated into English by Francis Cacot, and Thomas Tuke.","Perkins, William, 1558-1602.; Cacot, Francis.; Tuke, Thomas, d. 1657.",Printed by F Kingston for William Welby and Martin Clarke,At London,Christian ethics --  Early works to 1800. -- Christian ethics --  England --  Early works to 1800.,1606
A09447,Guilielmi Perkinsi Problema de Romanæ fidei ementito Catholicismo Estq́[ue] antidotum contra Thesaurum Catholicum Iodoci Coccij. Et propaideiæ [sic] iuventutis in lectione omnium patrum. Editum post mortem authoris operâ & studio Samuelis Wardi.,"Perkins, William, 1558-1602.; Ward, Samuel, 1572-1643.",Ex officina Ioannis Legat Anno Dom M D CIIII Extant Londini apud Simonem Waterson in Cœmeterio D Pauli ad insigne Coronæ,Cantabrigiæ,"Coccius, Jodocus, d. 1619 --  Controversial literature --  Early works to 1800. -- Catholic Church --  Controversial literature --  Early works to 1800.",1604
A09436,"A graine of musterd-seede or, the least measure of grace that is or can be effectuall to saluation. Corrected and amended by W. Perkins.","Perkins, William, 1558-1602.",By Iohn Legate Printer to the Vniuersitie of Cambridge 1611 And are to be sold in Pauls Church yard at the signe of the Crowne by Simon Waterson,Printed at London,"Sermons, English --  17th century. -- Salvation --  Early works to 1800.",1611
A09400,"A discourse of conscience wherein is set downe the nature, properties, and differences thereof: as also the way to get and keepe good conscience.","Perkins, William, 1558-1602.",Printed by Iohn Legate printer to the Vniversitie of Cambridge,Cambridge,Repentance --  Early works to 1800. -- Sin --  Early works to 1800.,1596
A09463,The combat betvveene Christ and the Diuell displayed: or A commentarie vpon the temptations of Christ: preached in Cambridge by that reuerend and iudicious diuine M. William Perkins,"Perkins, William, 1558-1602.; Pierson, Thomas, ca. 1570-1633.",Printed by Melchisedech Bradwood for E E dgar and are to be solde by Cuthbert Burby in Pauls Church yard at the signe of the Swan,London,Jesus Christ --  Temptation --  Early works to 1800.,1606
A09365,"The whole treatise of the cases of conscience distinguished into three bookes: the first whereof is revised and corrected in sundrie places, and the other two annexed. Taught and deliuered by M. W. Perkins in his holy-day lectures, carefully examined by his owne briefes, and now published together for the common good, by T. Pickering Bachelour of Diuinitie. Whereunto is adioyned a twofold table: one of the heads and number of the questions propounded and resolued; another of the principall texts of Scripture vvhich are either explaned, or vindicated from corrupt interpretation.","Perkins, William, 1558-1602.; Pickering, Thomas, d. 1625.",Printed by Iohn Legat Printer to the Vniuersitie of Cambridge,Cambridge,Conscience --  Early works to 1800. -- Sin --  Early works to 1800.,1606
A09434,"A godlie and learned exposition upon the whole epistle of Iude, containing threescore and sixe sermons preached in Cambridge by that reverend and faithfull man of God, Master William Perkins, and now at the request of his executors, published by Thomas Taylor, preacher of Gods word ; whereunto is prefixed a large analysis, containing the summe and order of the whole booke, according to the authors owne method, to which are further added, foure briefe tables to direct the reader ...","Perkins, William, 1558-1602.; Taylor, Thomas.",Printed by Felix Kyngston for Thomas Man dwelling in Pater noster row at the signe of the Talbot,London,"Bible. --  N.T. --  Jude --  Sermons. -- Sermons, English --  16th century.",1606
A09449,"The arte of prophecying, or, A treatise concerning the sacred and onely true manner and methode of preaching first written in Latine by Master William Perkins ; and now faithfully translated into English (for that it containeth many worthie things fit for the knowledge of men of all degrees) by Thomas Tuke.","Perkins, William, 1558-1602.; Tuke, Thomas, d. 1657.",By Felix Kyngston for E E and are to be sold in Pauls Church yard at the signe of the Swan,Imprinted at London,Preaching --  Early works to 1800.,1607
A09445,"Of the calling of the ministerie two treatises, discribing the duties and dignities of that calling. Delivered publickly in the Vniuersitie of Cambridge, by Maister Perkins. Taken then from his mouth, and now dilligently perused and published, by a preacher of the word with a preface prefixed touching the publishing of Maister Perkins his workes, & a catalogue of all such particulars thereof, as are to bee expected.","Perkins, William, 1558-1602.; Crashaw, William, 1572-1626.",By I R oberts for William Welby and are to be sold at his shop in Paules Churchyard at the signe of the Grayhound,Imprinted at London,"Clergy --  Office --  Early works to 1800. -- Vocation, Ecclesiastical --  Early works to 1800.",1605
A09377,"Christian oeconomie: or, A short survey of the right manner of erecting and ordering a familie according to the scriptures. First written in Latine by the author M. W. Perkins, and now set forth in the vulgar tongue, for more common vse and benefit, by Tho. Pickering Bachelar of Diuinitie.","Perkins, William, 1558-1602.; Pickering, Thomas, d. 1625. aut",Imprinted by Felix Kyngston and are to be sold by Edmund Weauer,At London,Family --  Religious life --  Early works to 1800.,1609
A09473,Tvvo treatises· I. Of the nature and practise of repentance. II. Of the combat of the flesh and spirit.,"Perkins, William, 1558-1602.",Printed by Iohn Legate printer to the Vniversitie of Cambridge 1593 And are to be sold by Abraham Kitson at the signe of the Sunne in Paules Church yard in London,Cambridge,Repentance --  Early works to 1800. -- Sin --  Early works to 1800.,1593
A09410,An exposition of the Lords praier in the way of catechisme By William Perkins,"Perkins, William, 1558-1602.",Printed by Robert Walde graue printer to the Kings Maiestie,Edinburgh,No Keywords,1593
A09461,"A salve for a sicke man. or, A treatise containing the nature, differences, and kindes of death as also the right manner of dying well. And it may serue for spirituall instruction to 1. Mariners when they goe to sea. 2. Souldiers when they goe to battell. 3. Women when they trauell of child.","Perkins, William, 1558-1602.",By Iohn Legat printer to the Vniuersitie of Cambridge 1611 And are to be sold in Pauls church yard at the signe of the Crovvne by Simon Waterson,Printed at London,Death --  Religious aspects --  Christianity --  Early works to 1800.,1611
A09402,"A discourse of the damned art of witchcraft so farre forth as it is reuealed in the Scriptures, and manifest by true experience. Framed and deliuered by M. William Perkins, in his ordinarie course of preaching, and now published by Tho. Pickering Batchelour of Diuinitie, and minister of Finchingfield in Essex. Whereunto is adioyned a twofold table; one of the order and heades of the treatise; another of the texts of Scripture explaned, or vindicated from the corrupt interpretation of the aduersarie.","Perkins, William, 1558-1602.; Pickering, Thomas, d. 1625.",Printed by Cantrel Legge printer to the Vniuersitie of Cambridge,Cambridge,Witchcraft --  Early works to 1800.,1610
A09388,A declaration of the true manner of knowing Christ crucified,"Perkins, William, 1558-1602.",Printed by Iohn Legate printer to the Vniversitie of Cambridge,Cambridge,Christian life --  Early works to 1800.,1596
A09465,A treatise of mans imaginations Shewing his naturall euill thoughts: His want of good thoughts: The way to reforme them. Framed and preached by M. Wil. Perkins.,"Perkins, William, 1558-1602.; Piersonn, Thomas.",Printed by Iohn Legat printer to the Vniuersitie of Cambridge And are to be sold in Pauls churchyard at the signe of the Crowne by Simon Waterson,Cambridge,Christian life --  Early works to 1800. -- Good and evil --  Early works to 1800.,1607
A09349,"Armilla aurea, id est, Miranda series causarum et salutis & damnationis iuxta verbum Dei Eius synopsin continet annexa tabula.","Perkins, William, 1558-1602.",Ex officina Iohannis Legatt,Cantabrigiæ,Salvation --  Early works to 1800.,1590
A09418,"The foundation of Christian religion gathered into sixe principles. And it is to bee learned of ignorant people, that they may be fit to hear sermons with profit, and to receiue the Lords Supper with comfort.","Perkins, William, 1558-1602.",Printed by Thomas Orwin for Iohn Porter,London,Theology --  Early works to 1800.,1591
A09453,"A reformed Catholike: or, A declaration shewing how neere we may come to the present Church of Rome in sundrie points of religion: and vvherein we must for euer depart from them with an advertisment to all fauourers of the Romane religion, shewing that the said religion is against the Catholike principles and grounds of the catechisme.","Perkins, William, 1558-1602.",Printed by Iohn Legat printer to the Vniuersitie of Cambridge,Cambridge,Catholic Church --  Controversial literature --  Early works to 1800.,1598
A09432,"A godly and learned exposition of Christs Sermon in the Mount: preached in Cambridge by that reuerend and iudicious diuine M. William Perkins. Published at the request of his exequutors by Th. Pierson preacher of Gods word. Whereunto is adioyned a twofold table: one, of speciall points here handled; the other, of choise places of Scripture here quoted","Perkins, William, 1558-1602.; Perkins, William, 1558-1602.",Pr inted by Thomas Brooke and Cantrell Legge printers to the Vniuersitie of Cambridge,Cambridge,"Sermon on the mount --  Commentaries --  Early works to 1800. -- Sermons, English --  17th century.",1608
A09443,"A godly and learned exposition or commentarie vpon the three first chapters of the Reuelation. Preached in Cambridge by that reuerend and judicious diuine, maister William Perkins, Ann. Dom. 1595. First published for the benefit of Gods Church, by Robert Hill, Bachelor of Diuinitie","Perkins, William, 1558-1602.; Perkins, William, 1558-1602.",Printed by Adam Islip for Cuthbert Burbie and are to be sold at his shop in Paules Churchyard at the signe of the Swan,London,Bible. --  N.T. --  Revelation I-III --  Commentaries --  Early works to 1800.,1606
A15735,"A defence of M. Perkins booke, called A reformed Catholike against the cauils of a popish writer, one D.B.P. or W.B. in his deformed Reformation. By Antony Wotton.","Wotton, Anthony, 1561?-1626.; Wotton, Anthony, 1561?-1626.; Perkins, William, 1558-1602. Reformed Catholike.; Bishop, William, 1554?-1624. Reformation of a Catholike deformed: by M. W. Perkins.",Imprinted by Felix Kyngston for Cuthbert Burby and are to be sold at his shop in Paules Church yard at the signe of the Swan,At London,"Perkins, William, 1558-1602. --  Reformed Catholike --  Early works to 1800. -- Bishop, William, 1554?-1624. --  Reformation of a Catholike deformed: by M. W. Perkins --  Controversial literature --  Early works to 1800. -- Catholic Church --  Controversial literature --  Early works to 1800.",1606
A10934,A garden of spirituall flowers. Planted by Ri. Ro. Will. Per. Ri. Gree. M.M. and Geo. Web,"Perkins, William, 1558-1602. Treatise tending unto a declaration. Part 7. aut; Rogers, Richard, 1550?-1618.",Printed by W White for T Pavier and are to be sold at his shop entering into the Exchange,London,Christian life --  Early works to 1800. -- Devotional literature --  Early works to 1800.,1610
