id,title,author,publisher,pubplace,keywords,date
B14290,"Poetaster or The arraignment as it hath beene sundry times priuately acted in the Blacke Friers, by the children of her Maiesties Chappell. Composed, by Ben. Iohnson.","Jonson, Ben, 1573?-1637.",Printed by R Bradock for M L ownes and are to be sould in Saint Dunstans Church yarde,London,No Keywords,1602
B14288,The masque of augures With the seueral antimasques. Presented on Twelfe night.,"Jonson, Ben, 1573?-1637.",s n,London,Masques --  Early works to 1800.,1621
B12182,Epigrames Serued out in 52. seuerall dishes for euery man to tast without surfeting. By I.C. Gent.,"Cooke, Jo., fl. 1614.; Can, John, fl. 1604, attributed name.",Printed by G Elde for W C otton and are to be solde at his shop neere vnto Ludgate,London,"Epigrams, English --  17th century.",1604
B14291,Seianus his fall. VVritten by Ben: Ionson,"Jonson, Ben, 1573?-1637.",Printed by G Elld for Thomas Thorpe,At London,"Sejanus, Lucius Aelius, d. 31 --  Drama --  Early works to 1800.",1605
B14287,"Louers made men A masque presented in the house of the Right Honorable the Lord Haye. By diuers of noble qualitie, his friends. For the entertaynment of Monsieur Le Baron de Tour, extraordinarie ambassador for the French King. On Saterday the 22. of February. 1617.","Jonson, Ben, 1573?-1637.",s n,London,Masques --  Early works to 1800.,1617
B14289,"The masque of queenes celebrated from the house of fame: by the most absolute in all state, and titles. Anne Queene of Great Britaine, &c. With her honourable ladies. At VVhite Hall, Febr. 2. 1609. Written by Ben: Ionson.","Jonson, Ben, 1573?-1637.",By N Okes for R Bonian and H VVally and are to be sold at the Spred Eagle in Poules Church yard,London,Masques --  Early works to 1800.,1609
B15433,"Questions, concernyng conie-hood, and the nature of the conie Of which, vnder the moderatorship of honie-mouth Stengler, conie-catcher: Merie-pate, the knaue of clubbes, being aunswerer. To take degree in the same facultie shalbe disputed: [...]","Greene, Robert, 1558?-1592, attributed name. aut",R Jones,London,No Keywords,1595
B15784,"The triumph of peace· A masque, presented by the foure honourable houses, or Innes of Court. Before the King and Queenes Majesties, in the Banquetting-house at White Hall, February the third, 1633. Invented and written, by James Shirley, Gent.","Shirley, James, 1596-1666.",Printed by Iohn Norton for William Cooke and are to be sold at his shop neere Furnivals Inne gate in Holborne,London,Masques --  Early works to 1800.,1634
B03817,"A strange banquet, or, The divels entertainment by Cook Laurell at the Peak in Devonshire, with a true relation of the several dishes. The tune is, Cook Laurell.","Jonson, Ben, 1573?-1637.",Printed for W Gil bertson,London,No Keywords,1647-1665?
B06938,"A strange banquet: or, The devil's entertainment by Cook Laurel, at the Peak in Derby-shire; with an account of the several dishes served to table. To the tune of, Cook Laurel, &c.","Jonson, Ben, 1573?-1637.",Printed by and for W O for A M to be sold by J Deacon at the Angel in Guilt spur street,London,"Ballads, English --  17th century.",1695
B07563,1603. The vvonderfull yeare. Wherein is shewed the picture of London lying sicke of the Plague. ...,"Dekker, Thomas, ca. 1572-1632.; N. L. (Nicholas Ling), fl. 1580-1607, printer.; Creede, Thomas, d. 1619?, printer.",Printed by Thomas Creede and are to be solde in Saint Donstones Church yarde in Fleet streete,London,"Elizabeth --  I, --  Queen of England, 1533-1603 --  Death and burial --  Early works to 1800. -- Plague --  England --  London --  Early works to 1800.",1603
B01146,"Londons tempe, or, The feild of happines. In which feild are planted seuerall trees of magnificence, state and bewty, to celebrate the solemnity of the right honorable Iames Campebell, at his inauguration in to the honorable office of prætorship, or maioralty of London, on Thursday the the 29 of October, 1629. All the particular inuentions, for the pageants, showes of triumph, both by water and land being here fully set downe, at the sole cost, and liberall charges of the right worshipfull Society of Ironmongers. / Written by Thomas Dekker.","Dekker, Thomas, ca. 1572-1632.; Worshipful Company of Ironmongers (London, England).",Nicholas Okes,London,"Cambell, James, 1570-1642. -- Pageants --  England --  London --  17th century. -- London (England) --  History --  17th century.",1629
B09132,"Expedients proposed for the easing and advantaging the coal-trade, and lessning the price of coals in London, and other places, &c.","Middleton, Thomas, fl. 1670.",s n,London,Coal trade --  England --  Early works to 1800. -- Coal --  Prices --  England --  Early works to 1800.,1670
B00230,"Time vindicated to himselfe, and to his honors. In the presentation at Court on Twelfth Night. 1622..","Jonson, Ben, 1573?-1637.",s n,London,No Keywords,1623
B07101,"The triumph of peace· A masque, presented by the foure honourable houses, or Innes of Court. Before the King and Queenes Majesties, in the Banquetting-house at White Hall, February the third, 1633. Invented and written, by James Shirley, of Grayes Inne, Gent.","Shirley, James, 1596-1666.",Printed by Iohn Norton for William Cooke and are to be sold at his shop neere Furnivals Inne gate in Holborne,London,Masques --  Early works to 1800.,1634
B09596,"Sir, the apparant danger wherein this country now stands requiring a speedy and sufficient supply of money for the preservation thereof among many others you are represented by divers gentlemen who well understand the state of the country, to be a man of sufficient ability ... and so not doubting, but that  your own interest will perswade you to make a present dispatch, I rest / W. Newcastle.","Newcastle, William Cavendish, Duke of, 1592-1676.",s n,S l,"Finance, Public --  Great Britain --  History --  To 1688. -- Great Britain --  History --  Civil War, 1642-1649 --  Sources. -- Broadsides --  England --  17th century.",1642
B07944,The tragedie of Sophonisba. Written by Iohn Marston..,"Marston, John, 1575?-1634.",Printed by Iohn Windet and are to be sold neere Ludgate,London,No Keywords,1606
A84352,"The Christian Commonvvealth: or, The civil policy of the rising kingdom of Jesus Christ. Written before the interruption of the government, by Mr. John Eliot, teacher of the Church of Christ at Roxbury in New-England. And now published (after his consent given) by a server of the season.","Eliot, John, 1604-1690.",printed for Livewell Chapman at the Crown in Popes Head Alley,London,Jesus Christ --  Kingdom --  Early works to 1800.,1659
A86316,"The actors vindication, containing, three brief treatises, viz. I. Their antiquity. II. Their antient dignity, III. The true use of their quality. Written by Thomas Heywood.","Heywood, Thomas, d. 1641.; Cartwright, William, 1611-1643.",printed by G E for W C artwright,London,Actors --  Early works to 1800. -- Theater --  Moral and ethical aspects --  Early works to 1800.,1658
A89124,"A copy of a letter sent from Sir Tho. Middleton, to the Honorable, William Lenthall Esq: Speaker of the House of Commons. Concerning the raising of the siege at Osvvestree, Iuly 3. 1644. By the forces commanded by the Earl of Denbigh. Sir Tho. Middleton, and Sir Will. Brereton. Wherein was divers of our enemies, men of quality, taken prisoners; 7. carriages, 200. common souldiers, 2 peeces of artillery, 100. horse. Also severall other letters to persons of quality in confirmation of the said victory. Together with a list of all the prisoners and carriages that were taken. Printed according to order.","T. B.; W. D.; Chadwick, Lew.; Middleton, Thomas, Sir, 1586-1666.",Printed for Edward Husbands,London,"Oswestry (England) --  Siege, 1644 --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Campaigns --  Early works to 1800.",1644
A84360,"Mr. John Eliot, called, doctor of medicine, his last speech and advice to the world, at his suffering, March 9. 1694","Eliot, John, d. 1694.",printed by George Mosman and are to be sold at his shop in the Parliament closs,Edinburgh,"Eliot, John, d. 1694 --  Early works to 1800. -- Last words --  Early works to 1800.",1694
A93172,"Manuductio or, a leading of children by the hand through the principles of grammar. / By Ja: Shirley.","Shirley, James, 1596-1666.",Printed for Richard Lowndes at the White Lion in S Pauls Church yard,London,"Latin language --  Grammar --  1500-1799. -- English language --  Grammar --  Early modern, 1500-1799.",1660
A93170,"The doubtful heir. A tragi-comedie, as it was acted at the private house in Black-Friers written by James Shirley. Never printed before.","Shirley, James, 1596-1666.",printed for Humphrey Robinson at the three Pigeons and Humphrey Moseley at the Prince s Armes in St Paul s Church yard,London,No Keywords,1652
A96143,"The judgement set, and the bookes opened. Religion tried whether it be of God or of men. The Lord cometh to visit his own, for the time is come that judgement must begin at the house of God. To separate the sheep from the goats. and the precious from the vile. And to discover the blasphemy of those that say, they are apostles, teachers, alive, rich, Jewes, but are found lyars. Deceivers. Dead. Poore, blind, naked. The synagogue of Satan. In severall sermons at Alhallows Lumbard-street, by John Webster, a servant of Christ and his church.","Webster, John, 1610-1682.",Printed for R Hartford at the Bible and States Arms in little Brittain and N Brooks at the Angel in Cornhil,London,"Sermons, English --  Early works to 1800.",1654
A97358,"Grammaticæ Latinæ institutiones carminibus concinnatæ quibus subjiciuntur commentarioli : et per totam syntaxin regulatim, ipsa Liliana constructio : accesserunt figvrae quæ sæpiùs occurrunt grammaticales, isagoge poetica de carminum rafione, tropi & schemata rhetorices usitatoria / opera et studio J.S.","Shirley, James, 1596-1666.",Excudebat F L sumptibus R L apud eum prostant sub signo AlbiLeonis,Londini,Latin language --  Grammar --  Early works to 1800.,1654
A93178,"The sisters, a comedie, as it was acted at the private house in Black Fryers written by James Shirley. Never printed before.","Shirley, James, 1596-1666.",printed for Humphrey Robinson at the Three Pigeons and Humphrey Moseley at the Prince s Armes in St Paul s Church yard,London,No Keywords,1652
A93166,"The brothers, a comedie, as it was acted at the private house in Black Fryers Written by James Shirley. Never printed before.","Shirley, James, 1596-1666.",printed for Humphrey Robinson at the Three Pigeons and Humphrey Moseley at the Prince Armes in St Paul s Church yard,London,No Keywords,1652
A90056,"A declaration made by the Earl of Nevv-Castle, Governour of the town and county of New-Castle: and generall of all His Majesties forces raised in the northern parts of this kingdom, for the defence of the same. For his resolution of marching into Yorkshire. As also, a just vindication of himself from that unjust aspersion laid upon him, for entertaining some popish recusants in his forces.","Newcastle, William Cavendish, Duke of, 1592-1676.",First printed at York and now re printed at London By speciall command,London,"Newcastle, William Cavendish, --  Duke of, 1592-1676. -- Yorkshire (England) --  History, Military --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Campaigns --  Early works to 1800.",1642
A93167,"The cardinal, a tragedie, as it was acted at the private house in Black Fryers, wriiten by James Shirley. Not printed before","Shirley, James, 1596-1666.",printed for Humphrey Robinson at the Three Pigeons and Humphrey Moseley at the Princes Arms in St Paul s Church yard,London,No Keywords,1652
A90054,"A declaration and svmmons sent by the Earl of Newcastle, to the town of Manchester, to lay down their arms. With the resolute answer of the commanders in chief, and souldiers in Manchester, to spend their blood for the honour of the King, the Protestant religion, and the priviledges of Parliament, against the papists and malignants now under his lordships command.","Newcastle, William Cavendish, Duke of, 1592-1676.",Printed for Peter Cole and are to be sold at the Glove in Cornhill,London,"Manchester (England) --  History, Military --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Campaigns --  Early works to 1800.",1643
A93177,"The rudiments of grammar. The rules composed in English verse, for the greater benefit and delight of young beginners. / By James Shirley.","Shirley, James, 1596-1666.",Printed by J Macock for R Lownds and are to be sold at his shop at the white Lyon in Paul s Church yard,London,Latin language --  Grammar --  1500-1799.,1656
A96144,"The picture of Mercurius Politicus: or Some of his falsities and mistakes, mentioned in his intelligence of the twelfth of October, concerning the dispute in Lumbardstreet, detected and disproved. Wherein the carriage of the people resort-in to the meeting-place there, upon the said day, and other times, is cleared: to the satisfaction of those that will not censure before they understand, nor give up their judgments to trust vanity and lyes. By John Webster.","Webster, John, 1610-1682.",printed for T Webster and R Hammond,London,"Erbery, William, 1604-1654 --  Early works to 1800. -- Nedham, Marchamont, 1620-1678 --  Early works to 1800. -- Mercurius politicus.",1653
A76292,"Poems: by Francis Beaumont, Gent. Viz. The hermaphrodite. The remedy of love. Elegies. Sonnets, with other poems.","Ovid, 43 B.C.-17 or 18 A.D. Metamorphoses. English. Selections.; Beaumont, Francis, 1584-1616.",Printed for Laurence Blaiklock and are to be sold at his shop neare the middle Temple Gate in Fleet street,London,"Poetry, English --  Early modern, 1500-1700",1653
A75552,"The arguments upon the writ of habeas corpus, in the Court of Kings Bench. Wherein, are learnedly discussed, not onely the severall branches of the said writ, but also many authorities as well of the common as statute law: and divers ancient and obscure records most amply and elaborately debated and cleared. Together, with the opinion of the court thereupon. Whereunto is annexed, the petition of Sir Iohn Elliot Knight, in behalf of the liberty of the subject.","Eliot, John, Sir, 1592-1632.; England and Wales. Court of King's Bench.",Printed by M F for W Lee M Walbancke D Pakeman and G Bedell,London,Habeas corpus --  Great Britain --  Early works to 1800.,1649
A77574,"The royall exchange. A comedy, acted with general applause at the Black-Friers, by His Majesties Servants. Written by Mr. Richard Brome.","Brome, Richard, d. 1652?",printed for Henry Brome at the Gun in Ivie lane,London,English drama --  17th century.,1661
A72473,"The vvorkes of Beniamin Ionson. The second volume. Containing these playes, viz. 1 Bartholomew Fayre. 2 The staple of newes. 3 The Divell is an asse","Digby, Kenelm, Sir, 1603-1665.; Jonson, Ben, 1573?-1637.",Printed by John Beale James Dawson Bernard Alsop and Thomas Fawcet for Richard Meighen and Thomas Walkley,London,No Keywords,1641
A75945,"A dialogue or accidental discourse betwixt Mr. Alderman Abell, and Richard Kilvert, the two maine projectors for wine, and also Aldermans Abels wife, &c. Contayning their first manner of their acquaintance, how they began to contrive the patent it selfe, how they obtayned it, and who drew the patent. Also in what state they now stand in, and how they accuse and raile at each other with invective speeches, &c. With the manner and fashion how projectors and patentees have rod a tilting in a Parliament time, &c.","Heywood, Thomas, d. 1641.",s n,London,"Abell, William, fl. 1640. -- Kilvert, Richard, d. 1649.",1641
A68450,"A morall poem, intituled the Legend of Cupid and Psyche. Or Cupid and his mistris As it was lately presented to the Prince Elector. Written by Shackerley Marmion, Gent.","Marmion, Shackerley, 1603-1639.",Printed by N and I Okes and are to be sold by H Sheppard at his shop in Chancery lane neere Serjants Inne at the Bible,London,No Keywords,1638
A59985,"Love tricks, or, The school of complements as it is now acted by His Royal Highnesse the Duke of York's servants at the theatre in Little Lincolns-Inne FIelds ; by J.S.","Shirley, James, 1596-1666.",Printed by R T and sold by Thomas Dring Junior,London,No Keywords,1667
A53059,"Plays, never before printed written by the ... Princesse the Duchess of Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,No Keywords,1668
A59976,"The constant maid: or, Love will finde out the way A comedy. By J.S. As it is now acted at the new playhouse called the Nursery, in Hatton-Garden.","T. B.; Shirley, James, 1596-1666.",printed by Ja Cottrel for Samuel Speed at the signe of the Rainbow between the two Temple gates,London,No Keywords,1667
A59995,"Via ad latinam linguam complanata The way made plain to the latine tongue : the rules composed in English and Latine verse, for the greater delight and benefit of learners / by Jam. Shirley ...","Shirley, James, 1596-1666. Via ad latinam linguam complanata. English and Latin.; Shirley, James, 1596-1666.",Prinited for Jo Stephonson,London,Latin language --  Grammar --  Early works to 1800.,1649
A59993,"The traytor a tragedy : with alterations, amendments and additions / written by Mr. Rivers.","Shirley, James, 1596-1666.; Rivers, Mr. (Antony)",Printed for Richard Parker and Sam Briscoe,London,No Keywords,1692
A59986,"Love will finde out the way an excellent comedy as it was acted with great applause, by Her Majesties servants, at the Phoenix in Drury Lane / by T.B.","T. B.; Shirley, James, 1596-1666.",Printed by Ja Cottrel for Samuel Speed,London,No Keywords,1661
A52005,"Cupid's courtship, or, The celebration of a marriage between the god of love and Psiche","Marmion, Shackerley, 1603-1639.",Printed by E O for Thomas Dring,London,No Keywords,1666
A53068,"An answer of the Right Honourable the Earle of New-Castle His Excellency, &c., to the six groundlesse aspersions cast upon him by the Lord Fairefax, in his late warrant (here inserted) bearing date Feb. 2, 1642 by the Earle himselfe.","Fairfax, Ferdinando Fairfax, Baron, 1584-1648.; Newcastle, William Cavendish, Duke of, 1592-1676.",Printed at Yorke and reprinted at Oxford by H H,Oxford Oxfordshire,"Great Britain --  History --  Civil War, 1642-1649.",1642
A57782,"The Rampant alderman, or, News from the exchange a farce.","Marmion, Shackerley, 1603-1639. Fine companion.",Printed and are to be sold by Randal Taylor,London,No Keywords,1685
A59980,"Grammatica Anglo-Latina. An English and Latine grammar The rules composed in English and Latine verse: for the greater delight and benefit of the learners, By James Shirley.","Shirley, James, 1596-1666.",printed for Richard Lowndes at the signe of the Unicorn on Ludgate hill,London,"Latin language --  Grammar --  Early works to 1800. -- English language --  Grammar --  Early modern, 1500-1700.",1651
A04638,"Ben Ionson, his Case is alterd As it hath beene sundry times acted by the children of the Blacke-friers.","Jonson, Ben, 1573?-1637.",Printed by Nicholas Okes for Bartholomew Sutton dwelling in Paules Church yard neere the great north doore of Paules Church,At London,No Keywords,1609
A07025,"Hollands leaguer An excellent comedy as it hath bin lately and often acted with great applause, by the high and mighty Prince Charles his Servants; at the private house in Salisbury Court. Written by Shackerley Marmyon, Master of Arts.","Marmion, Shackerley, 1603-1639.",By I ohn B eale for Iohn Grove dwelling in Swan Yard within Newgate,Printed at London,No Keywords,1632
A04645,"Epicoene, or the silent woman A comedie. Acted in the yeare 1609. By the children of her majesties revels. The author B. I.","Jonson, Ben, 1573?-1637.",Printed by William Stansby and are to be sold by Iohn Browne at his shop in Saint Dunstanes Church yard in Fleetstreet,London,No Keywords,1620
A07024,"A fine companion Acted before the King and Queene at White-hall, and sundrie times with great applause at the private house in Salisbury Court, by the Prince his Servants. Written by Shakerley Marmyon.","Marmion, Shackerley, 1603-1639.",Printed by Aug Mathewes for Richard Meighen next to the Middle Temple gate in Fleetstreet,London,No Keywords,1633
A02131,"Mamillia The second part of the triumph of Pallas: wherein with perpetual fame the constancie of gentlewomen is canonised, and the vniust blasphemies of womens supposed ficklenesse (breathed out by diuerse iniurious persons) by manifest examples clearely infringed. By Robert Greene Maister of Arts, in Cambridge.","Greene, Robert, 1558?-1592.",Printed by Th C reede for William Posonbie,London,No Keywords,1593
A07065,"The Dutch courtezan As it vvas playd in the Blacke-Friars, by the Children of her Maiesties Reuels. VVritten by Iohn Marston.","Marston, John, 1575?-1634.",Printed by T homas P urfoot for Iohn Hodgets and are to be sould at his shop in Paules Church yard,At London,No Keywords,1605
A27178,"Fifty comedies and tragedies written by Francis Beaumont and John Fletcher, Gentlemen ; all in one volume, published by the authors original copies, the songs to each play being added.","Fletcher, John, 1579-1625.; Beaumont, Francis, 1584-1616.",Printed by J Macock for John Martyn Henry Herringman Richard Marriot,London,No Keywords,1679
A27177,Comedies and tragedies written by Francis Beaumont and Iohn Fletcher ...,"Lowin, John, 1576-1659.; Beaumont, Francis, 1584-1616.; Taylor, Joseph, 1586?-1653?; Shirley, James, 1596-1666.; Fletcher, John, 1579-1625.",Printed for Humphrey Robinson and for Humphrey Moseley,London,No Keywords,1647
A39227,The harmony of the Gospels in the holy history of the humiliation and sufferings of Jesus Christ from his incarnation to his death and burial published by John Eliot ...,"Eliot, John, 1604-1690.",Printed by John Foster,Boston,Jesus Christ --  Humiliation. -- Jesus Christ --  Biography --  Passion Week. -- Jesus Christ --  Biography --  Early works to 1800. -- Bible. --  N.T. --  Gospels --  Commentaries.,1678
A62477,The Thracian wonder a comical history as it hath been several times acted with great applause / written by John VVebster and VVilliam Rowley.,"Rowley, William, 1585?-1642?; Webster, John, 1580?-1625?",Printed by Tho Johnson and are to be sold by Francis Kirkman,London,No Keywords,1661
A65369,"The displaying of supposed witchcraft wherein is affirmed that there are many sorts of deceivers and impostors and divers persons under a passive delusion of melancholy and fancy, but that there is a corporeal league made betwixt the Devil and the witch ... is utterly denied and disproved : wherein also is handled, the existence of angels and spirits, the truth of apparitions, the nature of astral and sydereal spirits, the force of charms, and philters, with other abstruse matters / by John Webster ...","Webster, John, 1610-1682.",Printed by J M and are to be sold by the booksellers in London,London,Witchcraft.,1677
A69093,"Monsieur D'Oliue A comedie, as it vvas sundrie times acted by her Maiesties children at the Blacke-Friers. By George Chapman.","Chapman, George, 1559?-1634.",Printed by T homas C reede for William Holmes and are to be sold at his shop in Saint Dun stons Church yard in Fleete streete,London,No Keywords,1606
A61405,"Stella Meridiana Caroli Secundi regis, &c. verses written 31 years since, upon the birth and noon-day star of Charles, born Prince of Great Brittaine the 29 of May 1630 : our now miraculously restored and gloriously crowned Charles the Second of Great Britain, France and Ireland King, &c./ by several persons of honour.","Shirley, James, 1596-1666.",Printed for T Basset,London,"Charles --  II, --  King of England, 1630-1685. -- Great Britain --  History --  Charles II, 1660-1685 --  Sources.",1661
A68113,The third and last part of conny-catching With the new deuised knauish arte of foole-taking. The like coosnages and villanies neuer before discouered. / By R.G.,"Greene, Robert, 1558?-1592. Notable discovery of coosenage.; Greene, Robert, 1558?-1592.",Printed by T Scarlet for C Burby and are to be solde at his shop vnder S Mildreds Church in the Poultrie,London,Crime --  England --  Early works to 1800. -- Criminals --  England --  Early works to 1800. -- London (England) --  Social life and customs --  16th century --  Early works to 1800.,1592
A69906,"A Declaration by direction of the committee at Yorke to their deluded and oppressed countrey-men also the letters with the propositions and articles sent to the Earle of Newcastle upon which he entred this county, and his answer thereunto : with observations thereupon.","Newcastle, William Cavendish, Duke of, 1592-1676.",By Tho Broad,Printed at Yorke,"Great Britain --  History --  Civil War, 1642-1649.",1645
A68468,Your fiue gallants As it hath beene often in action at the Black-friers. Written by T. Middleton.,"Middleton, Thomas, d. 1627.",By George Eld for Richard Bonlan dwelling at the signe of the Spred Eagle right ouer against the great north dore of Saint Paules Church,Imprinted at London,No Keywords,1608
A65356,"Academiarum examen, or, The examination of academies wherein is discussed and examined the matter, method and customes of academick and scholastick learning, and the insufficiency thereof discovered and laid open : as also some expedients proposed for the reforming of schools, and the perfecting and promoting of all kind of science ... / by Jo. Webster.","Webster, John, 1610-1682.",Printed for Giles Calvert,London,"Education, Higher --  Early works to 1800. -- Learning and scholarship. -- Universities and colleges --  Great Britain.",1654
A65360,Appius and Virginia a tragedy / John Webster.,"Webster, John, 1580?-1625?",s n,London,No Keywords,1654
A65358,"The saints guide, or, Christ the rule, and ruler of saints manifested by way of positions, consectaries, and queries : wherein is contayned the efficacy of acquired knowledge, the rule of Christians, the mission and maintenance of ministers, and the power of magistrates in spiritual things / by Iohn Webster ...","Webster, John, 1610-1682.",Printed for Giles Calvert,London,No Keywords,1654
A65370,"Metallographia, or, A history of metals wherein is declared the signs of ores and minerals both before and after digging ... : as also, the handling and shewing of their vegetability ... : gathered forth of the most approved authors that have written in Greek, Latine, or High-Dutch ... / by John Webster ...","Webster, John, 1610-1682.",Printed for A C for Walter Kettilby,London,Metals --  Early works to 1800. -- Alchemy.,1671
A68870,"The phœnix of these late times: or the life of Mr. Henry Welby, Esq . who lived at his house in Grub-street forty foure yeares, and in that space, was never seene by any, aged 84. Shewing the first occasion, and the reasons thereof. Whose portracture, you may behold, as it was taken at his death. With epitaphs and elegies of the late deceased gentleman, who lyeth buried in S. Giles Church neere Criple gate, London.","Heywood, Thomas, d. 1641.; Marshall, William, fl. 1617-1650, engraver.",Printed by N Okes and are to be sold by Richard Clotterbuck at his shop in little Brittaine at the signe of the golden ball,London,"Welby, Henry, d. 1636.",1637
A70717,"The triumphant widow, or, The medley of humours a comedy acted by His Royal Highness's servants / written by His Grace the Duke of Newcastle.","Newcastle, William Cavendish, Duke of, 1592-1676.",Printed by J M for H Herringman,London,No Keywords,1677
A77567,"Five nevv playes, viz. The English moor, or the mock-marriage. The love-sick court, or the ambitious politique: Covent Garden weeded. The nevv academy, or the nevv exchange. The queen and concubine. / By Richard Brome.","Brome, Ricahrd, d. 1652?. New academy.; Brome, Richard, d. 1652? Covent Garden weeded.; Brome, Richard, d. 1652?; Brome, Richard, d. 1652? Queen and concubine.; Brome, Richard, d. 1652? English Moor.; Brome, Richard, d. 1652? Love-sick court.",Printed for A Crook at the Green Dragon in Saint Pauls Church yard and for H Brome at the Gunn in Ivy Lane,London,No Keywords,1659
A77565,"Five new playes, (viz.) The madd couple well matcht. Novella. Court begger. City witt. Damoiselle. By Richard Brome.","Brome, Alexander, 1620-1666.; Cross, Thomas, fl. 1632-1682, engraver.; Brome, Richard, d. 1652?",Printed by T homas R oycroft for Humphrey Moseley Richard Marriot and Thomas Dring and are to be sold at their shops,London,English drama --  17th century.,1653
A57764,"The witch of Edmonton a known true story / composed into a tragi-comedy by divers well-esteemed poets, William Rowley, Thomas Dekker, John Ford, &c.","Dekker, Thomas, ca. 1572-1632.; Rowley, William, 1585?-1642?; Ford, John, 1586-ca. 1640.",Printed by J Cottrel for Edward Blackmore,London,No Keywords,1658
A59997,"VVits labyrinth, or, A briefe and compendious abstract of most witty, ingenious, wise, and learned sentences and phrases together with some hundreds of most pithy, facetious and patheticall complementall expressions / collected, compiled and set forth for the benefit, pleasure or delight of all, but principally the English nobility and gentry by J.S., gent.","Shirley, James, 1596-1666.",Printed for M Simmons,London,"Aphorisms and apothegms. -- Quotations, English. -- English wit and humor.",1648
A53055,The philosphical and physical opinions written by Her Excellency the Lady Marchionesse of Newcastle.,"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed for J Martin and J Allestrye,London,Philosophy --  Early works to 1800. -- Science --  Early works to 1800.,1655
