id,title,author,publisher,pubplace,keywords,date
B16246,"The crying murther Contayning the cruell and most horrible bu[tchery] of Mr. Trat, curate of old Cleaue; who was first mu[rthered] as he trauailed vpon the high way, then was brought home to hi[s house] and there was quartered and imboweld: his quarters and bowels b[eing af]terwards perboyled and salted vp, in a most strange and fearefull manner. For thi[s] the iudgement of my Lord chiefe Baron Tanfield, young Peter Smethwi[cke, An]drew Baker, Cyrill Austen, and Alice Walker, were executed this last sum[mer] Assizes, the 24. of July, at Stone Gallowes, neere Taunton in Summerset-shire.","C. W., fl. 1624.; C. W., fl. 1624.",Printed by Edw Allde for Nathaniel Butter,At London,Trials (Murder) --  England.,1624
B14947,"A true report of all the speciall passages of note lately happened in the Ile of Ree betwixt the Lord Duke of Buckingham his Grace, Generall for the King of England, and Monsieur Thorax, Gouernour of the Fort in the said Ile, as also betwixt the Duke and the French King, likewise the present state of the Rochellers, and of the Kings Armie lying before it. [Novemb. I.] Numb. 40. The continuation of our vveekly newes from the 24. of October to the 2. of Nouember. Containing among the rest these speciall particulars following. Vnto which is added newes from Germany, France, and diuers parts of Christendome. The warlike proceedings of the imperialists, and Danish. The treatie of peace betwixt Poland and Sweden. The Emperours iourney towarde Prage. Besides diuers other matters of moment. Printed by authoritie.",Anonymous,Printed by W Stansby for Nathaniel Butter,London,"Ré Expedition, 1627 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1627
B14416,"A true discovery of those treasons of which Geilis Van Ledenberch was a practiser against the generall states of the Vnited Netherland Provinces through the aduise, and assistance of Iohn van Olden Barneuelt. And for which (after arraignment, sentence and iudgement) execution was done on the dead body of the said Ledenberch, after he had most inhumanly murthered himselfe, through the guiltines, and horror of his conscience. As also a copy of Barneuelts last letter to his wife, and children.",Anonymous,Printed by E Griffin for N Butter and are to be sold at his shop neere Saint Austins gate,London,"Ledenberg, Gilles van, ca. 1548-1618.",1619
B15202,Saint Pauls rule for religious performances A sermon preached May 15. Anno Domini 1631. By Henry Paynter B.D. Preacher of Gods Word in the city of Exeter.,"Paynter, Henry, b. 1582 or 3.; Paynter, Henry, b. 1582 or 3.",Printed by I B eale for Nathaniel Butter,London,"Paul, --  the Apostle, Saint --  Sermons --  Early works to 1800. -- Sermons, English --  17th century.",1632
B15880,"Newes from Spaine The king of Spaines edict, for the expulsion & banishment of more then nine hundred thousand Moores out of his kingdome, which conspired and plotted to bring the kingdome of Spaine vnder the power and subiection of the Turkes and Saracens. Translated out of Spanish into English by W.I.","Spain. Sovereign (1598-1621 : Philip III); Spain. Sovereign (1598-1621 : Philip III); W. I., fl. 1611.",By E Allde for Nathaniel Butter and are to be solde at his shop at the signe of the pide Bull neere St Austins gate,Imprinted at London,"Muslims --  Spain --  Early works to 1800. -- Spain --  History --  Philip III, 1598-1621 --  Early works to 1800.",1611
B14951,"March 14. Numb. 23. The continuation of our weekly newes, from the 18. of February to this 14. of March Containing, amongst other things, these particulars following: the good successe of the king of Sweden in the land of Meckelburgh, with the names of the townes he hath lately taken. With divers particulars concerning Monsieur Tilly his preparation and strength to oppose the said king of Sweden. The French Kings letter to the court of Parliament of Normandy, concerning the restraint of the Queene Mother, and other of the nobility of France. In French and English.",Anonymous,Printed by G Purslowe for Nath Butter and Nicholas Bourne,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1631
B13871,A plaine and familiar explication (by way of paraphrase) of all the hard texts of the whole divine Scripture of the Old and Nevv Testament. By Ios. Exon,"Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.",Printed by Miles Flesher for Nath Butter at the signe of the Pyde Bull at S Austins Gate,London,"Bible --  Paraphrases, English --  Early works to 1800.",1633
B14975,"Century 3. Numb. 20 The nevvs for this vveek from Norimberg, Frankford and Holland Wherein (amongst other things) is contained, these remarkable passages following: the great preparation of the King of Poland against the Turke. Some things done by the French in Italie. The Weymarish have pillaged all the merchants goods of Frankford, which were going to Collen. The retreat of Banniers army out of Bohemia, towards Misnia, with his flighting of the places he held there, and the feare they apprehend at Lipsick of his approach that way. Something from Brazil, and something from the low Countreys, and from France, and Denmark.",Anonymous,Printed by T Harper for Nathaniel Butter,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1640
B14994,"A coranto Relating diuers particulars concerning the newes out of Italy, Spaine, Turkey, Persia, Bohemia, Sweden, Poland, Austria, the Pallatinates, the Grisons, and diuers places of the higher and Lower Germanie.",Anonymous,Printed by T Snodham for Nathaniel Butter Nicholas Bourne and William Shefford,London,"Thirty Years' War, 1618-1648 --  Sources --  Early works to 1800.",1622
B14953,"Septemb. 2. Numb. 37. The continuation of our forraine avisoes, from the 20. of the last moneth to this present Containing the confirmation of the newes published the 20.th of August, concerning the severall encounters betwixt the King of Sweden and General Tilly, with the three dayes welcome given him, upon his project of nayling the K. of Sweden ordnance. An apologie of the King of Swedens (formerly published in the Dutch) not vnfit to give satisfaction to the world, concerning his not releeving of the citie Magdenburgh, wherein you shall finde a briefe relation of the Kings proceeding ever since hee began the warre in Germanie. The landing of the L. Generall, the Marquis Hamilton at Stralsunt, with all his men sound and well.","Butter, Nicholas, d. 1664, publisher.; Bourne, Nicholas, publisher.",printed for Nath Butter and Nicholas Bourne,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1631
B13857,Contemplations vpon the historie of the old Testament. The seuenth volume. In two bookes. By Ios. Hall D.D.,"Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.",Printed by I Haviland for Nath Butter,London,Bible. --  O.T --  Meditations --  Early works to 1800.,1623
B14965,"September 1. Numb. 42. The continuation of our weekely avisoes, since the 23. of the last, to the first of this present Conteining amonst the rest, these particulars following. A patheticall speech made by the King of Sweden to his commaunders and captaines, vpon occasion of some misdemeanors committed by the souldiers. The confirmation of the burning of the Walsteyn and Bavarian magazen at Fryenstadt, together with the defeat given vnto some imperiall regiments at the same time. The taking of great Glogaw and Breslaw, with other townes in Silesia, by the nixt forces of the Swedes, Saxons and Brandenburgers. The preparation of the King of Sweden by (command of a generall fast throughout the whole army, and in the city of Norimberg) to goe vpon some great designe, most of his forces being come to him. Something concerning France, and the troubles there.","Butter, Nathaniel, d. 1664, publisher.; Bourne, Nicholas, publisher.; Dawson, John, printer.",printed by I ohn D awson for Nathaniel Butter and Nicholas Bourne,London,"Gustaf, A. --  II, Adolf, --  King of Sweden 1594-1632 --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Newspapers --  Early works to 1800.",1632
B14956,"Aprill 28. Numb. 20. The continuation of our forraine avisoes, since the 24. ditto Conteining many very remarkeable passages concerning Germany, Italy, France, the Low Countries, &c. As namely, the popes deniall to furnish the emperour with money. Discontents betwixt the emperour, and the Prince of Transilvania. A more particular relation of the King of Swedens routing of Generall Tilly neare Ausburgh. His maiesties further proceedings since then, and of his taking in of these townes Ginsburgh, Lawingen, Hoogstadt; Dillingen, Grundelingen, Windelingen, Elching, Kirberg, Oberendorfe. A pretty passage betwixt the King of Sweden and one of Tillies sentinels. The restoring of the Protestant religion at Donawert, and rendring of divers cities and townes in Bavaria, to his Maistie of Sweden. With many other particulars from divers other places.","Butter, Nathaniel, d. 1664, publisher.; Bourne, Nicholas, publisher.; Dawson, John, printer.",printed by J Dawson for Nath Butter and Nicolas Bourne,London,"Gustav, --  II, Adolf, --  King of Sweden --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Newspapers --  Early works to 1800.",1632
B14960,"Iune 23. 1632. Numb. 29. The continuation of our forraine avisoes, since the 16. of this present The continuance of the troubles at Constantinople. The differences in Polonia, about the choyce of a new King. The articles between the King of Sweden and the Duke of Bavaria. A letter of the French kings, relating the troubles betwixt his majestie and the Duke of Loraine. Some Low-Country passages about the present state of the warres there. The rendition of Prague to the Emperour vpon conditions. Some late passages of the King of Sweden in Bavaria. Also, the pursuite of the Spanish by the Swedish in the Palatinate.","Butter, Nathaniel, d. 1664, publisher.; Bourne, Nicholas, publisher.; Dawson, John, printer.",printed by John Dawson for Nathaniel Butter and Nicolas Bourne,London,"Gustav, --  II, Adolf, --  King of Sweden --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1632
B14993,"October 15, 1622. A relation of the late occurrents which haue happened in Christendome especially at Rome, Venice, Spaine, France, and the vpper Germanie. With seuerall letters of the particular late businesse which hath happened in France, before the conclusion of peace was made. Together with the articles agreed vpon betwixt the kings commissioners on the one part, and the Duke de Rohan on the other part, in behalfe of the Protestants.",Anonymous,Printed by B A lsop for Nathaniel Butter and Nicholas Bourne,London,"Europe --  history --  1517-1648 --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Sources --  Early works to 1800. -- Hugenots --  France --  History --  Sources --  Early works to 1800.",1622
B14203,"A sermon deliuered in Oxford Concerning the Apostles preaching and ours. By Richard Iames Bachelor of Diuinitie, and fellow of C.C.C. in Oxford.","James, Richard, 1592-1638.; James, Richard, 1592-1638.",Printed by William Stansby for Nathaniel Butter,London,"Sermons, English --  17th century.",1630
B14201,"A sermon concerning the times of receiving the sacrament, and of mutuall forgivenesse Delivered in C.C.C. at the election of a president. By Richard Iames B. of Divinitie.","James, Richard, 1592-1638.; James, Richard, 1592-1638.",Printed by I B eale for Nathaniel Butter,London,"Sermons, English --  17th century. -- Lord's Supper --  Sermons --  Early works to 1800.",1632
B14954,"Ianuary 12. Numb. 6. The continuation of our vveekely avisoes, since the 2. ditto to the 12. of the same Containing amongst divers other things these particulars following; the arrivall of the Queene of Sweden at the citie of Wittenburg, where a few houres after came a messenger from the King of Sweden, that presented her with these particulars following. An image of the child Iesus of pure gold ... and another image of S. Martin of pure gold; all which amongst other he had taken, being ornaments of popish churches. The present state of Tillyes armie ... The rendring of the citie of Mentz, and Oppenheym, with the taking of that castle by assault, with the articles of agreement vpon the former rendring. The cruell and barbarous behaviour of the Spanisp [sic] towards all the townes which they doe forsake before they depart away from them. The King of Sweden hath lately taken in the Palatinate these townes; Oppenheym, Crutznatk, Bagrag, Ladenburg, Slakenburg, and all the Bergstraight ...","Butter, Nathaniel, d. 1664, publisher.; Bourne, Nicholas, publisher.; Dawson, John, printer.",printed by John Dawson for Nath Butter and Nicolas Bourne,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  17th century --  Newspapers --  Early works to 1800.",1632
B14958,"Iune 6. Numb. 26. The continuation of our forraine avisoes, since the 28. of the last moneth, to this present 1. The care of the old King and State of Poland, to provide for the defence of Lituania, and the confines, against the present invasion of the Muscovite. 2. The like care of the late King of Poland, for the governement of that kingdome in the interregnum, (being sicke) if in case he should die, and of his death on the 29. of Aprill following. 3. The names of some of the competitors which doe now labour to make a faction to be elected king. 4. The latest and best confirmed newes of the King of Sweden his proceeding in Bavaria, and of those cruelties vsed by the mutinous Boores against some of the Swedes, whereupon the King hath beene forced to punish that country, more then hee hath done any place, since he came into Germany [...]","Butter, Nathaniel, d. 1664, publisher.; Bourne, Nicholas, publisher.; Dawson, John, printer.",printed by John Dawson for Nathanaell Butter and Nicolas Bourne,London,"Gustav, --  II, Adolf, --  King of Sweden --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1632
B13878,"A sermon preached before his majestie at his court of Thebalds, on Sunday, Sept. 15. 1622 In the ordinary course of attendance. By Ios. Hall D.D.","Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.",Printed by I Haviland for N Butter,London,"Sermons, English --  17th century.",1622
B14962,"The continvation of ovr weekely avisoes, since the 19. of this present. Certaine late and very remarkable passages twixt the Pope, and the embassadours of the Emperour and King of Spaine, concerning the excommunication of the King of Sweden and his adherents. A resolute and very religious speach of the King of Sweden, vpon occasion of a danger escaped. The last and certainest passages of Maestricht, in manner of a diurnall, by which you may guest of the event of that siedge. The names of certain English and French commanders lately hurt and slaine before Maestricht. A proclamation of the King of Spaine against Count Henry of Vandenberg, one of the revolted lords of that state. Conditions proffered by the Emperour to draw the Duke of Saxonto his side: ineffective. Besides divers other particulars of note.",Anonymous,Printed by I D for Nathaniel Butter and Nicholas Bourne,London,No Keywords,1632
B14999,"An houre glasse of Indian newes. Or A true and tragicall discourse, shewing the most lamentable miseries, and distressed calamities indured by 67 Englishmen, which were sent for a supply to the planting in Guiana in the yeare. 1605 VVho not finding the saide place, were for want of victuall, left a shore in Saint Lucia, an island of caniballs, or men-eaters in the West-Indyes, vnder the conduct of Captain Sen-Iohns, of all which said number, onely a 11. are supposed to be still liuing, whereof 4. are lately returnd into England. Written by Iohn Nicholl, one of the aforesaid company.","Nicholl, John, emigrant to Guiana.; Nicholl, John, emigrant to Guiana.",Printed by Edward Allde for Nathaniell Butter and are to bee solde at his shop neere Saint Austens Gate,London,Shipwrecks --  Saint Lucia --  Early works to 1800. -- Saint Lucia --  Description and travel --  Early works to 1800.,1607
B16394,"Jacobs ladder, or A short treatise laying forth distinctly the seuerall degrees of Gods eternall purpose whereby his grace descends vpon the elect, and the elect ascend to the predestinate glory.",Anonymous,Printed by William Hall for Nathaniel Butter,London,Faith --  Early works to 1800. -- Justification --  Early works to 1800.,1611
B13433,"Articles to be enquired of, in the general visitation of the archdeacon of the diocesse of Glocester: holden in the yeare of our Lord God, 1624 In the 21. yeare of the raigne of our most gracious soueraigne lord Iames, by the grace of God, king of Great Britaine, France and Ireland, defender of the faith, &c.",Church of England. Diocese of Gloucester. Archdeaconry.; Church of England. Diocese of Gloucester. Archdeaconry.,Printed by E Allde for Nathaniel Butter,London,"Church of England --  Early works to 1800. -- Visitations, Ecclesiastical --  England --  Early works to 1800.",1624
B13858,"Episcopacie by divine right. Asserted, by Jos. Hall, B. of Exon","Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.",Printed by R ichard B adger for Nathanael Butter at the Pide Bull by S Augustine s Gate,London,Episcopacy --  Early works to 1800.,1640
B14968,"A iournall of all the principall passages of that late famous siege and taking of the citie of Mastricht by the Prince of Orange Wherein you shall meete with many very remarkable passages, both on the part of the besiegers and besieged. Written by a gentleman of qualitie: and an actor in most of the proceedings. Vnto which is added a list of all the principall commaunders, and other officers, which were either slaine or hurt of all nations in time of the siege.",Anonymous,Printed by I D awson for Nathaniel Butter and Nicholas Bourne,London,No Keywords,1632
B14976,"Cent. 3. Numb. 48. The continuation of the forraine occurents for 5. weekes last past, containing many very remarkable passages of Germanie, France, Spaine, Italy, Sweden, the Low-Countries, and other parts of the world Amongst which are these following particulars. 1. The rebellion and falling away of Catalonia confirmed, with their conjunction with the French. 2. The revolt and crowning of a new King of Portugall (the Duke of Briganza) by the name of Iohn the Fourth. 3. The proceedings of Bannier and the Swedish armies in Germany. 4. The taking of Carthagena and the plate fleet in the harbour there by the Hollanders. 5. What hath lately passed at the Dyet at Ratisbone. Examined and licenced by a better and more impartiall hand then heretofore.","Butter, Nathaniel, d. 1664, publisher.",for Nath Butter dwelling at St Austins Gate,London Printed Ianuary 11 1640,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Newspapers --  Early works to 1800.",1640
B13675,"The vvandering-Jew, telling fortunes to English-men","Gad ben-Arod, ben-Balaam, ben-Ahimoth, ben-Baal, ben-Gog, ben-Magog.; Gad ben-Arod, ben-Balaam, ben-Ahimoth, ben-Baal, ben-Gog, ben-Magog.",Printed by Iohn Raworth for Nathaniel Butter,London,Great Britain --  Social life and customs --  17th century --  Early works to 1800.,1640
B14964,"Advice given unto the states of of [sic] the Lovv-Countries obedient & faithfull to his Maiesty of Spaine, upon occasion of the letters written by Count Henry Vanden Bergh the 18. day of Iune 1632. to her Highnesse the Archdutchesse, and the estates in those dominions. As also unto the declaration made by him concerning his discontent received, being all fully answered and found to be unjust and unreasonable. If the reader please to compare them together, you shall find Henry of the Bergh his letters and declaration, printed in our aviso of Iune, the 30. Numb. 31. and Iuly 6. Numb. 32. Translated out of the French coppy.",Anonymous,Printed by B A lsop and T F awcet for Nathaniel Butter and Nicholas Bourne,London,"Netherlands --  History --  Wars of Independence, 1556-1648 --  Early works to 1800.",1632
B14952,"Iune, 25. Numb. 31. The continuation of our weekly nevves from forraine parts Contayning amongst divers matters these particulars following. The preparation of the Duke of Saxony and all the Protestant princes, and their vnanimous joyning with the King of Sweden, for the recovery and preservation of theyr liberties, against the unjust persecution of the Emperour. The great preparation of the King of Svveden for the performance of some great designe about the river blve. The Emperours denunciation of grievuous punishment against the citie Newrembergh and all that shall partake with them, by reason they continue in the raising forcesx contrary to the Emperours command, tow hich end the Emperor hath given charge to the D. of Bavaria to oppose them with all his powers. ...",Anonymous,Printed for Nath Butter and Nicholas Bourne,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1631
B07965,"A continuation of more newes from the Palatinate, the 13. of Iune 1622. Relating the surprising of the landtgrave of Dermstadt, with the skirmish betweene Count Mansfield and Mounsieur Tillye in the returne.  Together with the expedition of the Duke of Brunswicke: and the reason of the preparations of Bethlem Gabor against the Emperour.  In the end is added a comparison of two souldiers letters concerning former occurrences; and some newes from other places..",Anonymous,Printed by I H for Nathaniel Butter and are to be sold at his shop at the Pide Bull at Saint Austins Gate,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  17th century --  Newspapers --  Early works to 1800.",1622
B00774,"The Swedish intelligencer. The second part. VVherein, out of the truest and choysest informations, are the famous actions of that warlike prince historically led along: from the victory of Leipsich, unto the conquest of Bavaria. The times and places of every action, being so sufficiently observed and described; that the reader may finde both truth and reason in it.","Watts, William, 1590?-1649.; Watts, William, 1590?-1649.",Printed by I L for Nath Butter and Nicholas Bourne,London,"Gustav, --  II, Adolf, --  King of Sweden, 1594-1632. -- Thirty Years' War, 1618-1648 --  Early works to 1800.",1632
B07967,"The 25. of September. Nevves from most parts of christendome. Especially from Rome, Italy, Spaine, France, the Palatinate, the Low Countries, and diuers other places.  VVherein is contained a full and certaine relation, of the last battle fought at Bergen vp-Zome, and the great ouerthrow which Spinolaes forces receiued from those of the towne.  With the lamentable losse of the city of Heidlebergh, after many braue repulses given to the enemie: and the names of some principall leaders, as were slaine in defence of the towne.  And diuers other speciall matters, coninued from the last printed newes of the twentieth, to this present..",Anonymous,Printed for Nathaniel Butter and William Sheffard,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  17th century --  Newspapers --  Early works to 1800.",1622
B07959,"The continuation of our weekely avisoes, since the 16. of May to the 4. of Iune, contayning amongst many other matters, these particulars following ...",Anonymous,Printed for Nath Butter and Nicholas Bourne,London,"Thirty Years' War, 1618-1648 --  Campaigns --  Germany --  Early works to 1800. -- Magdeburg (Germany) --  History --  Siege, 1631 --  Early works to 1800.",1631
B07963,"The [co]ntinuation [of] the forraine avisoes for two weekes last past, containing many very remarkable passages of Germanie, France, Spaine, Italy, Sweden, the Low-Countries, and other parts of the world ...",Anonymous,For N Butter at St Austins gate,London,"Gustaf --  II Adolf, --  King of Sweden, 1594-1632 --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Newspapers --  Early works to 1800.",1641
B07699,"Certaine reasons, proouing the separation, commonly called Brownists, to be schismatiques. By William Gilgate, minister of the Word of God..","Gilgate, William,; Gilgate, William,; Stansby, William, fl. 1597-1638, printer.; Butter, Nathaniel, d. 1664, bookseller.",Printed by W Stansby for Nathaniel Butter and are to be sold at his shop neare St Augustines gate at the signe of the Pyde Bull,London,"Brownists --  Early works to 1800. -- Dissenters, Religious --  Early works to 1800.",1600
B07961,"The continuation of our forraine avisoes, since the 27th of the last. Conteining many remarkable late passages out of the High Dutch, out of private letters, & out of the Low Dutch; some part do follow. ...",Anonymous,Printed by J Dawson for Nath Butter and Nicolas Bourne,London,"Gustaf --  II Adolf, --  King of Sweden, 1594-1632 --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1632
B07962,"Newes of this present weeke from Germany, Italy, and Spaine, the greatest that came these many yeers, in one weeke. The generall heads are as follow: ...",Anonymous,Printed for Nathaniel Butter,London,"Thirty Years' War, 1618-1648 --  Early works to 1800. -- Europe --  History --  1517-1648 --  Early works to 1800.",1640
B08144,"The devotions and formes of prayer, daily vsed in the king of Svvedens army: being the first part of our intended booke concerning the Svvedish discipline; religious, civill, and military..",Anonymous,Printed for Nathanaell Butter and Nicholas Bourne,London,"Svenska kyrkan --  Liturgy --  Texts --  English. -- Svenska kyrkan --  Prayers and devotions --  Early works to 1800. -- Thirty Years' War, 1618-1648 --  Early works to 1800.",1632
